ufcstats_id,first_name,last_name,full_name,nickname,height,weight,reach,stance,wins,losses,draws,date_of_birth,sig_strikes_landed_per_minute,sig_strike_accuracy,sig_strikes_absorbed_per_minute,sig_strike_defence,avg_takedowns_per_15_minutes,takedown_accuracy,takedown_defence,avg_submission_attempts_per_15_minutes
8fd808923cffff82,Andre,Fili,Andre Fili,Touchy,"5' 11""",145,74,Orthodox,22,9,0 (1 NC),"Jun 25, 1990",3.83,37,4.03,52,2.38,49,69,0.3
c32fb8c0f6471a4d,Mirko,Filipovic,Mirko Filipovic,Cro Cop,"6' 2""",230,73,Southpaw,35,11,2 (1 NC),"Sep 10, 1974",2.11,50,1.89,63,0.19,40,78,0.3
997b4f52f76a0b53,Brady,Fink,Brady Fink,,"6' 0""",183,--,Orthodox,2,3,0,--,1.69,41,1.69,61,3.63,25,0,3.6
0496cdac0bc9edd8,Jesse,Finney,Jesse Finney,,"6' 0""",170,--,,5,1,0,"Jul 11, 1974",0.0,0,0.0,0,0.0,0,0,0.0
3317823959d32a05,Jan,Finney,Jan Finney,Cuddles,"5' 8""",135,--,Orthodox,11,12,0,--,2.16,28,8.75,42,0.77,11,25,0.0
9583662df31d943f,Luigi,Fioravanti,Luigi Fioravanti,,"5' 8""",170,70,Orthodox,26,15,0,"Jan 22, 1981",2.23,42,2.21,69,3.76,63,67,0.9
036e96c1c12b8a59,Nick,Fiore,Nick Fiore,,"5' 10""",155,72,Orthodox,6,2,0,"Dec 10, 1997",2.83,46,7.93,42,2.5,45,71,0.0
34ff304266360297,Manon,Fiorot,Manon Fiorot,The Beast,"5' 7""",125,65,Orthodox,10,1,0,"Feb 17, 1990",6.58,42,3.14,71,1.69,50,83,0.0
16d09e800ad7ec79,Luiz,Firmino,Luiz Firmino,Buscape,"5' 6""",154,--,Orthodox,19,8,0,"Mar 18, 1982",1.23,50,1.22,51,3.86,45,20,0.9
f34312c2ccfa0e00,Spencer,Fisher,Spencer Fisher,The King,"5' 7""",155,68,Southpaw,24,9,0,"May 09, 1976",3.17,43,3.03,64,0.67,30,60,0.8
bebb4ae55ac2bf6f,Chris,Fishgold,Chris Fishgold,,"5' 8""",145,68,Orthodox,18,4,1,"Jun 06, 1992",2.01,32,2.7,46,2.59,46,44,1.3
5517bd590dbbe1f8,Bryanna,Fissori,Bryanna Fissori,,"5' 4""",145,--,,2,4,0,--,1.4,46,1.2,57,2.0,25,50,0.0
6f018c039b4d5d80,Jon,Fitch,Jon Fitch,,"6' 0""",170,74,Orthodox,30,7,1 (1 NC),"Feb 24, 1978",2.61,50,1.65,54,3.6,51,56,0.8
b8dc5fbf8338adc5,Isi,Fitikefu,Isi Fitikefu,Doxz,"5' 10""",205,--,,6,0,0,--,0.0,0,0.0,0,0.0,0,0,0.0
c814b4c899793af6,Rafael,Fiziev,Rafael Fiziev,Ataman,"5' 8""",155,71,Switch,12,2,0,"Mar 05, 1993",5.06,51,5.17,48,0.31,40,90,0.0
7d09200f6a77b20e,Colin,Fletcher,Colin Fletcher,The Freakshow,"6' 2""",155,--,Orthodox,14,8,0,"Jan 08, 1983",3.1,34,2.97,62,0.0,0,27,0.0
725b1abc9a39d873,AJ,Fletcher,AJ Fletcher,The Ghost,"5' 10""",170,67,Switch,10,2,0,"Feb 18, 1997",3.54,49,4.59,47,1.92,41,28,1.1
09e62c450e754913,Jimmy,Flick,Jimmy Flick,The Brick,"5' 7""",125,68,Orthodox,16,6,0,"Sep 07, 1990",1.9,57,3.41,45,2.13,42,0,5.7
b5f44dcb863f595b,Luke,Flores,Luke Flores,,"6' 0""",155,73,Southpaw,9,2,0,"Mar 17, 1988",1.56,44,1.88,60,0.0,0,40,1.2
4bb0f74d5e26f89a,Ty,Flores,Ty Flores,Big Medicine,"6' 3""",205,73,Switch,7,3,0,"Dec 22, 1993",2.0,37,7.8,25,1.0,9,0,0.0
d23d5960ac5e117c,Alejandro,Flores,Alejandro Flores,El Gallito,"5' 10""",145,73,Orthodox,17,3,0,"Aug 06, 1991",3.66,40,2.02,54,0.0,0,0,0.0
cb139171ed1b69fe,Kenny,Florian,Kenny Florian,KenFlo,"5' 10""",145,74,Southpaw,14,6,0,"May 26, 1976",2.41,40,1.85,63,2.22,33,60,1.3
65db4065e2bc107d,Darrius,Flowers,Darrius Flowers,Beast Mode,"5' 9""",170,71,Orthodox,12,5,1,"Aug 25, 1994",0.82,100,1.64,33,0.0,0,100,0.0
8164250600b7c91b,Cody,Floyd,Cody Floyd,,--,--,--,,2,0,0,"Jul 18, 1988",0.0,0,0.0,0,0.0,0,0,0.0
c97fc5fbf7d32b8a,Bobby,Flynn,Bobby Flynn,,--,170,--,,6,4,0,--,0.38,25,0.77,0,0.0,0,0,0.0
01d2ed8c502e3828,Caros,Fodor,Caros Fodor,The Future,"5' 9""",155,74,Orthodox,11,6,0,"Jan 07, 1984",2.76,54,2.83,54,2.1,25,50,0.0
fa534853eb195270,Mal,Foki,Mal Foki,Twin Tiger,"5' 7""",220,--,Orthodox,5,5,0,--,2.86,14,14.29,54,0.0,0,0,0.0
5de61b03868035ff,Matt,Foki,Matt Foki,Twin Tiger,"5' 7""",220,--,Orthodox,5,4,0 (1 NC),--,0.0,0,3.37,56,0.0,0,0,0.0
0adf1aacda5e26ac,AJ,Fonseca,AJ Fonseca,,"5' 4""",145,--,,5,4,0,--,0.0,0,0.0,0,0.0,0,0,0.0
05339613bf8e9808,Rob,Font,Rob Font,,"5' 8""",135,71,Orthodox,20,6,0,"Jun 25, 1987",6.46,46,4.03,56,1.01,36,55,0.4
7a82635ffa9b59fe,Claudionor,Fontinelle,Claudionor Fontinelle,,"5' 5""",185,--,Orthodox,10,15,1,--,2.62,42,10.25,28,0.0,0,0,0.0
947eccadb72f4f6f,Jesse,Forbes,Jesse Forbes,Kid Hercules,"6' 2""",185,75,Southpaw,15,5,0,"Oct 24, 1984",2.11,24,4.06,53,1.79,75,66,1.2
a71ce6ff0b4a9dbb,Sterling,Ford,Sterling Ford,,"5' 10""",155,--,,15,7,0,"Mar 12, 1986",0.0,0,0.0,0,0.0,0,0,0.0
5340123d826ceadb,Codale,Ford,Codale Ford,Crunch Time,"5' 9""",170,--,,11,9,0,"May 13, 1979",0.0,0,0.0,0,0.0,0,0,0.0
b102c26727306ab6,Jussier,Formiga,Jussier Formiga,,"5' 5""",125,67,Orthodox,23,8,0,"Apr 14, 1985",1.42,39,2.34,64,1.82,35,87,0.6
44bc27bfa76dcd9e,Renee,Forte,Renee Forte,,"5' 7""",155,71,Orthodox,8,4,0,"Mar 27, 1987",2.08,32,2.12,63,2.32,58,66,0.0
b53c46f613f6f248,Brianna,Fortino,Brianna Fortino,The Bull,"5' 0""",115,62,Southpaw,9,3,0,"Aug 04, 1993",3.53,41,3.23,57,2.5,45,66,0.0
d761b3766e38c5db,Marcel,Fortuna,Marcel Fortuna,,"6' 1""",205,74,Orthodox,9,3,0,"Oct 22, 1985",3.83,46,4.52,64,0.45,8,75,0.5
3dc3022232b79c7a,Brian,Foster,Brian Foster,The Foster Boy,"5' 9""",170,71,Orthodox,27,10,0,"Apr 03, 1984",3.3,39,1.63,65,3.67,60,37,1.8
ec33146e43e58933,Xavier,Foupa-Pokam,Xavier Foupa-Pokam,Professor X,"6' 1""",185,--,Open Stance,32,22,0,"Jul 03, 1982",1.47,43,2.5,49,0.0,0,16,0.0
d745d4146be48679,Mason,Fowler,Mason Fowler,,"5' 11""",170,--,,2,0,0,--,0.0,0,0.0,0,0.0,0,0,0.0
f65a0eb902f9476b,Brandon,Foxworth,Brandon Foxworth,,"5' 11""",145,--,Orthodox,18,4,0,"Apr 28, 1979",1.33,32,4.59,50,0.0,0,0,0.0
e0ec3c3b6b611f7e,Hermes,Franca,Hermes Franca,,"5' 6""",155,71,Orthodox,24,17,0 (1 NC),"Aug 26, 1974",1.78,39,2.85,55,1.53,36,37,2.4
00a3ff40c4b2cf21,Glaico,Franca Moreira,Glaico Franca Moreira,Nego,"6' 0""",155,77,Orthodox,15,5,0,"Feb 28, 1991",2.35,42,3.46,47,2.68,42,76,0.3
ecfdbf38681a59ba,Francisco,France,Francisco France,Kiko,"6' 0""",205,--,,13,5,1,"Jan 21, 1983",0.54,33,3.51,27,0.0,0,0,6.1
b9532d815060de7f,John,Franchi,John Franchi,,"5' 6""",145,67,Orthodox,6,2,0,"Jul 16, 1982",1.83,48,2.59,48,2.68,80,40,0.3
d897897060f10a3a,Rich,Franklin,Rich Franklin,Ace,"6' 1""",185,76,Southpaw,29,7,0 (1 NC),"Oct 05, 1974",4.1,44,2.07,62,1.31,66,63,0.7
040d3b4c735541aa,Zoila,Frausto,Zoila Frausto,Warrior Princess,"5' 4""",135,--,Orthodox,13,5,0,--,0.77,31,1.64,53,0.0,0,57,0.0
fee02819a271c050,Stephanie,Frausto,Stephanie Frausto,Lil Bovy,"5' 2""",115,61,Orthodox,8,7,0,"Sep 20, 1990",1.43,21,3.57,60,0.0,0,0,0.0
d3711d3784b76255,Zane,Frazier,Zane Frazier,Nasty,"6' 5""",250,--,Orthodox,4,11,0,--,0.0,0,0.0,0,0.0,0,0,0.0
3beeeafcbc8b4cbc,Gary,Frazier,Gary Frazier,,"6' 0""",245,--,Orthodox,3,3,0,--,1.5,39,2.77,46,0.0,0,100,0.0
78863e4a28204a6b,Justin,Frazier,Justin Frazier,The Grizzly Bear,"6' 0""",265,75,Southpaw,10,3,0,"Jun 15, 1989",1.11,66,6.11,4,0.0,0,0,0.0
b4bc2e3353a770b5,Ian,Freeman,Ian Freeman,The Machine,"5' 11""",225,--,Orthodox,20,7,1,"Nov 10, 1966",2.54,48,3.11,44,1.44,40,80,0.7
5870bd1eadf4f322,Jason,Freeman,Jason Freeman,,"6' 2""",225,--,,6,4,0 (1 NC),"Sep 02, 1976",0.0,0,0.0,0,0.0,0,0,0.0
f1f37d667bcd0d27,Willamy,Freire,Willamy Freire,Chiquerim,"5' 8""",155,--,,26,6,0,"Jul 28, 1987",1.53,37,0.93,62,0.5,100,73,0.0
98a58c26c5b1ed17,Patricio,Freire,Patricio Freire,Pitbull,"5' 5""",145,65,,26,4,0,"Jul 07, 1987",2.84,41,4.43,60,0.6,18,94,0.6
90e6dde9113830bd,Patricky,Freire,Patricky Freire,Pitbull,"5' 7""",155,71,,17,8,0,"Jun 01, 1986",3.06,44,3.34,69,1.26,33,100,0.0
a47e9ec288c91067,Jeremy, Freitag,Jeremy  Freitag,,"6' 1""",205,--,,6,10,0,--,0.0,0,8.37,19,0.0,0,33,1.9
14b9e0f2679a2205,Rafael,Freitas,Rafael Freitas,Capoeira,--,205,--,Orthodox,3,6,0 (1 NC),--,2.0,29,8.0,51,11.25,50,0,0.0
9aa56f004b2bca07,Donavon,Frelow,Donavon Frelow,,"5' 7""",135,--,Orthodox,6,3,0,"Jan 20, 1985",2.4,27,3.2,52,1.0,100,26,0.0
ca43de99b07b6b40,Josh,Fremd,Josh Fremd,,"6' 4""",185,76,Orthodox,10,4,0,"Jan 15, 1994",3.05,52,2.71,42,1.56,75,31,1.6
73321668ff977f1b,Clay,French,Clay French,,"5' 7""",161,--,Southpaw,19,7,0,"Oct 07, 1980",1.52,50,1.27,16,0.0,0,100,0.0
756f45905fb20cb5,Mike,French,Mike French,,"5' 10""",145,--,,9,10,0,"May 29, 1975",0.23,23,2.17,42,0.0,0,22,1.0
dccb63727f2f5f74,Matt,Frevola,Matt Frevola,The SteamRolla,"5' 9""",155,71,Orthodox,11,3,1,"Jun 11, 1990",3.72,41,3.56,59,2.26,36,42,0.9
d05cb1e8d1b885d8,Jinh,Yu Frey,Jinh Yu Frey,,"5' 3""",115,65,Southpaw,11,8,0,"May 20, 1985",3.17,44,4.23,52,0.61,33,88,0.4
ee704df0afd74558,Artem,Frolov,Artem Frolov,,"5' 10""",185,--,,11,0,0,"Sep 07, 1991",0.0,0,0.0,0,0.0,0,0,0.0
1641ef250e9de19b,Sarah,Frota,Sarah Frota,A Treta,"5' 6""",125,69,Southpaw,9,2,0,"Apr 14, 1987",4.52,52,2.57,55,0.0,0,53,0.0
271fe91f4ba9d2c5,Don,Frye,Don Frye,The Predator,"6' 1""",219,--,Orthodox,20,9,1 (1 NC),"Nov 23, 1965",2.87,64,3.57,37,0.91,57,45,0.7
253de74457bd6374,Tony,Fryklund,Tony Fryklund,The Freak,"6' 0""",185,--,Orthodox,14,9,1,"Mar 26, 1971",3.49,39,6.5,43,0.0,0,66,0.5
a01a62132460a98d,Adam,Fugitt,Adam Fugitt,,"6' 1""",170,77,Southpaw,9,3,0,"Jan 12, 1989",5.4,58,5.9,46,4.76,33,100,0.0
c3c38c86f5ab9b5c,Jesse,Fujarczyk,Jesse Fujarczyk,The Ronin,"6' 4""",225,--,Southpaw,2,2,0,"Jan 28, 1983",1.03,33,4.91,38,0.0,0,25,0.0
d71d968dc6ecfdaf,Katsuhisa,Fujii,Katsuhisa Fujii,Shamoji,"6' 0""",205,--,Orthodox,9,18,1,"Aug 15, 1972",4.0,50,4.43,64,2.14,25,50,2.1
fb6c531726447ff3,Megumi,Fujii,Megumi Fujii,Mega Megu,"5' 3""",113,--,,26,3,0,"Apr 26, 1974",2.4,42,0.0,100,0.0,0,0,12.0
b1605ea39fba6af6,Kazuyuki,Fujita,Kazuyuki Fujita,Ironhead,"6' 0""",235,--,Orthodox,15,12,0,"Oct 16, 1970",1.05,49,1.99,52,2.78,36,85,0.6
ccd58ff71e260ed5,Keisuke,Fujiwara,Keisuke Fujiwara,,"5' 6""",139,--,Switch,17,12,5,--,0.73,44,1.2,47,0.0,0,23,2.5
7c35f869033901ae,Riki,Fukuda,Riki Fukuda,,"6' 0""",185,73,Southpaw,24,9,0 (1 NC),"Jan 06, 1981",4.24,43,3.71,64,2.17,43,70,0.0
4638cc6479cc0afe,Masio,Fullen,Masio Fullen,Lobo,"5' 10""",145,70,Orthodox,11,7,0,"Oct 06, 1986",2.46,32,3.5,54,0.47,33,69,0.0
911fb265462f0d94,Travis,Fulton,Travis Fulton,The Ironman,"6' 0""",240,--,Orthodox,253,53,10 (1 NC),"May 29, 1977",0.0,0,0.0,0,0.0,0,0,0.0
1f5f75658551f2d3,Sam,Fulton,Sam Fulton,,--,--,--,,0,2,0,--,0.0,0,0.0,0,0.0,0,0,0.0
aa3153a9941b4d44,Masakatsu,Funaki,Masakatsu Funaki,,"6' 0""",185,--,Southpaw,39,13,2,"Mar 13, 1969",1.82,68,2.92,35,0.0,0,0,5.5
e9e1acc96536bb4f,Ricardo,Funch,Ricardo Funch,Golden Boy,"5' 10""",170,74,Southpaw,9,6,0,"Aug 14, 1980",2.61,65,3.57,40,1.24,18,60,0.0
c3e2eca94b2320bc,Katsuaki,Furuki,Katsuaki Furuki,,"6' 0""",168,--,,1,1,0,"Nov 10, 1980",0.27,10,2.67,39,0.0,0,0,3.0
fcd8b623892b9a10,James,Gabert,James Gabert,,--,178,--,,6,4,0,--,0.0,0,0.0,0,0.0,0,0,0.0
fe98f86284a6eeb3,Gustavo,Gabriel,Gustavo Gabriel,,"5' 6""",125,--,Orthodox,13,1,0,"Apr 01, 1994",4.06,65,4.26,46,0.0,0,50,0.0
ec34349e7dffcde7,Claudia,Gadelha,Claudia Gadelha,Claudinha,"5' 4""",115,63,Orthodox,18,5,0,"Dec 07, 1988",3.31,41,4.57,57,3.03,42,58,0.7
a7a79b8efbceaaac,Alavutdin,Gadjiev,Alavutdin Gadjiev,,"6' 2""",185,--,Orthodox,18,13,1,"Jun 23, 1982",0.99,27,0.99,57,0.0,0,50,0.0
9e8f6c728eb01124,Justin,Gaethje,Justin Gaethje,The Highlight,"5' 11""",155,70,Orthodox,24,4,0,"Nov 14, 1988",7.38,60,7.66,53,0.13,25,75,0.0
837d30395faca41e,Sheila,Gaff,Sheila Gaff,The German Tank,"5' 5""",135,--,Orthodox,9,7,0,"Dec 29, 1989",1.6,50,2.89,28,0.0,0,20,0.0
a54660deb6a8489c,Muin,Gafurov,Muin Gafurov,Tajik,"5' 7""",135,68,Southpaw,18,4,0,"May 17, 1996",2.07,47,3.13,39,5.0,41,100,0.0
b8592b4a383696cd,Mitch,Gagnon,Mitch Gagnon,,"5' 5""",135,65,Southpaw,12,5,0,"Oct 10, 1984",2.76,46,2.21,61,1.16,25,65,1.9
8e6cfbd455f0f9c2,Brandon,Gaines,Brandon Gaines,,"6' 3""",185,--,,5,21,0,--,0.0,0,0.0,0,0.0,0,0,0.0
06dc1a58663579d2,Travis,Galbraith,Travis Galbraith,The Gladiator,"6' 0""",170,--,Orthodox,18,7,0,"May 18, 1981",2.21,40,3.45,48,1.33,25,0,1.3
0876d21328cf4a45,Dave,Galera,Dave Galera,Scarecrow,"5' 11""",135,--,Orthodox,5,1,0,"Jan 12, 1978",1.67,69,0.53,33,0.0,0,14,2.0
8a1b4330c7957961,Zelg,Galesic,Zelg Galesic,Benkei,"6' 2""",185,--,Orthodox,11,9,0,"Feb 16, 1979",4.86,62,0.61,66,1.3,100,20,1.3
9e50097a89442158,Mickey,Gall,Mickey Gall,,"6' 2""",170,74,Switch,7,5,0,"Jan 22, 1992",2.94,46,4.25,49,1.21,30,36,1.9
96706c75a2b14164,Daniel,Gallemore,Daniel Gallemore,Big Kansas,"6' 5""",265,--,,7,3,0,--,3.1,41,6.0,52,0.0,0,0,0.0
cc81c92fe2254935,Tom,Gallicchio,Tom Gallicchio,Da Tank,"5' 10""",170,--,Southpaw,19,10,0,"Sep 23, 1986",3.53,26,7.07,43,1.0,11,0,0.0
7e654edcddd71550,Turrell,Galloway,Turrell Galloway,,"5' 3""",145,--,,8,6,0,--,0.0,0,0.0,0,0.0,0,0,0.0
ad3fdba28a7540cf,Eric,Galvan,Eric Galvan,,--,155,--,,0,0,0,--,0.0,0,0.0,0,0.0,0,0,0.0
45fe6765c56d8018,Andre,Galvao,Andre Galvao,,"5' 7""",168,--,Orthodox,5,2,0,"Sep 29, 1982",2.34,52,1.56,58,2.02,27,0,2.8
e15d0a2519d6a0b5,Marcos,Galvao,Marcos Galvao,Loro,"5' 7""",135,--,Orthodox,18,8,1,"Jun 23, 1981",1.97,32,3.86,61,2.27,28,88,1.1
289a3b69b85da7cd,Lucas,Gamaza,Lucas Gamaza,,--,170,--,,8,4,0,--,7.57,31,6.99,45,0.0,0,0,0.0
10559c53de0b950e,Joey,Gambino,Joey Gambino,The Raging Warrior,"5' 7""",145,--,Orthodox,9,2,0,"Oct 26, 1988",2.47,35,2.53,51,0.0,0,42,0.8
cc6f9d1e89f3449a,Manvel,Gamburyan,Manvel Gamburyan,The Anvil,"5' 5""",135,67,Orthodox,15,10,0 (1 NC),"May 08, 1981",2.13,41,2.83,55,3.26,34,69,0.7
72db2a14ffa73ece,Mateusz,Gamrot,Mateusz Gamrot,Gamer,"5' 10""",155,70,Southpaw,22,2,0 (1 NC),"Dec 11, 1990",3.03,51,3.23,60,4.54,31,90,0.2
0d980975001ae3d8,Shamil,Gamzatov,Shamil Gamzatov,,"6' 2""",205,76,Orthodox,14,1,0,"Aug 09, 1990",5.35,48,3.46,51,0.0,0,50,0.0
41904fc4d3f5bffc,Ariel,Gandulla,Ariel Gandulla,,"5' 11""",205,--,Orthodox,7,9,0 (1 NC),"May 07, 1968",1.95,23,2.07,72,1.88,66,0,0.0
787bb1f087ccff8a,Ciryl,Gane,Ciryl Gane,Bon Gamin,"6' 4""",245,81,Orthodox,11,2,0,"Apr 12, 1990",5.08,59,2.25,62,0.61,21,45,0.5
6d7886b094b471ac,Sean,Gannon,Sean Gannon,The Cannon,"6' 3""",265,--,Southpaw,2,1,0,--,0.0,0,6.38,28,0.0,0,50,0.0
8b27d25ce0221d60,Junye,Gao,Junye Gao,,--,125,--,,19,12,0,--,0.0,0,0.0,0,0.0,0,0,0.0
7bde387d50829adf,Eduardo,Garagorri,Eduardo Garagorri,,"5' 9""",145,70,Orthodox,13,2,0,"May 28, 1989",3.42,51,2.36,58,0.48,100,61,0.0
d8c7c61b176e3994,Cody,Garbrandt,Cody Garbrandt,No Love,"5' 8""",135,65,Orthodox,13,5,0,"Jul 07, 1991",3.0,40,3.89,61,1.13,34,78,0.0
917e53fa0adea0d3,Leonard,Garcia,Leonard Garcia,Bad Boy,"5' 10""",145,68,Orthodox,18,13,1,"Jul 14, 1979",2.77,24,4.79,52,0.3,26,42,0.5
8d49545dadf9b919,Edgar,Garcia,Edgar Garcia,,"5' 10""",170,71,Orthodox,14,5,0,"Feb 22, 1984",3.16,29,4.23,60,2.21,57,50,0.6
e5dc36e0aba7e9da,Alejandro,Garcia,Alejandro Garcia,Alex,"5' 7""",145,--,,14,10,0 (1 NC),--,1.22,62,1.14,65,8.55,87,66,0.0
a2b12c3f3d60ff69,Alex,Garcia,Alex Garcia,The Dominican Nightmare,"5' 9""",170,72,Orthodox,15,6,0,"Jul 14, 1987",1.81,31,3.03,59,3.72,52,66,0.1
8a04d94dfcfab159,Nick,Garcia,Nick Garcia,Nitro,"5' 4""",125,--,,8,3,0 (1 NC),--,0.67,25,3.03,50,0.0,0,83,5.1
97cf1a2c7c5e7889,Steve,Garcia,Steve Garcia,Mean Machine,"6' 0""",145,75,Southpaw,14,5,0,"May 22, 1992",4.85,56,2.61,46,1.51,44,94,0.4
ac5a7400da3a9a41,Elias,Garcia,Elias Garcia,,"5' 5""",125,67,Southpaw,6,2,0,"Sep 13, 1992",1.59,27,5.05,50,0.68,14,33,1.4
e132d47bd9efbbe0,Rafa,Garcia,Rafa Garcia,Gifted,"5' 7""",155,70,Orthodox,16,3,0,"Aug 05, 1994",4.19,42,4.21,61,3.61,44,79,0.3
9e92e1ca498d7244,Fernie,Garcia,Fernie Garcia,,"5' 7""",135,67,Orthodox,10,3,0,"Apr 12, 1992",2.18,39,2.83,54,0.47,50,61,0.5
4f7e290e71d60f87,Rulon,Gardner,Rulon Gardner,,"6' 3""",265,--,Orthodox,1,0,0,"Aug 16, 1971",2.05,25,1.45,60,0.75,100,100,0.0
70167689d6a01793,David,Gardner,David Gardner,,"5' 11""",155,--,Orthodox,18,21,0,"May 17, 1977",0.17,100,0.34,0,0.0,0,66,0.0
442c9011034ae1fd,Ian,Garry,Ian Garry,The Future,"6' 3""",170,74,Orthodox,12,0,0,"Nov 17, 1997",6.85,55,4.09,53,0.29,50,63,0.0
8e5bfd4e82352340,Pablo,Garza,Pablo Garza,The Scarecrow,"6' 1""",145,73,Orthodox,12,4,0,"Sep 16, 1983",3.37,44,2.7,50,0.94,25,15,1.3
a1b0715c4fd2dbd3,Azamat,Gashimov,Azamat Gashimov,,"5' 6""",125,--,Orthodox,8,3,0,"Apr 07, 1990",1.24,21,4.75,53,1.69,25,0,0.0
e4770d5ed44a3970,Brian,Gassaway,Brian Gassaway,,"6' 1""",170,--,Orthodox,29,20,2 (1 NC),"Aug 07, 1972",0.34,26,3.65,44,0.0,0,42,0.0
8c0580d4fff106c1,Kelvin,Gastelum,Kelvin Gastelum,,"5' 9""",185,71,Southpaw,18,8,0 (1 NC),"Oct 24, 1991",3.63,41,3.31,58,1.0,30,62,0.1
6ded9184b2284645,Willie,Gates,Willie Gates,,"5' 8""",125,72,Orthodox,12,7,0,"Jan 21, 1987",1.8,38,4.28,38,0.0,0,67,0.4
a4a80dd7336ffd59,Melissa,Gatto,Melissa Gatto,,"5' 5""",125,69,Orthodox,8,1,2,"May 02, 1996",3.27,51,2.6,53,1.68,33,70,0.4
b72a60a0cadff408,Louis,Gaudinot,Louis Gaudinot,Goodnight,"5' 3""",125,63,Orthodox,8,4,0 (1 NC),"Aug 28, 1984",2.34,37,6.42,48,0.57,40,31,1.1
618643d0d5c0631d,Manuel,Gaxhja,Manuel Gaxhja,,"5' 8""",155,--,Switch,7,0,0,"Jul 23, 1997",0.0,0,0.0,0,0.0,0,0,0.0
6747ccd6d1acd266,Shamil,Gaziev,Shamil Gaziev,,--,--,--,,5,1,0,--,0.0,0,0.0,0,0.0,0,0,0.0
effd0b70e6749ab2,Charlene,Gellner,Charlene Gellner,Princess,"5' 2""",125,--,,0,4,0,--,2.01,42,3.24,43,0.0,0,0,1.7
14e797332ea32cdb,Chad,George,Chad George,Savage,"5' 6""",135,68,Southpaw,16,8,0,"Apr 30, 1982",1.26,50,1.11,65,3.08,46,0,1.3
2f1700b3a4a09bc7,Paul,Georgieff,Paul Georgieff,,"6' 2""",170,--,Orthodox,6,2,0,"Sep 22, 1982",2.55,40,2.34,35,0.0,0,0,0.0
15edcf67ccf5be84,Brian,Geraghty,Brian Geraghty,Duke,"5' 7""",155,--,Orthodox,26,18,1,"Nov 04, 1980",0.47,25,9.77,36,0.0,0,50,0.0
42883268854b78be,Derek,Getzel,Derek Getzel,The Pretzel,"6' 0""",155,--,,8,5,0,--,0.0,0,0.0,0,0.0,0,0,0.0
2db0c114414d4f06,Karine,Gevorgyan,Karine Gevorgyan,The Princess,"5' 4""",125,63,,3,3,0,"Mar 09, 1989",1.2,20,1.8,76,0.0,0,0,0.0
a24e080000fa7a35,Darrel,Gholar,Darrel Gholar,,"5' 8""",194,--,Orthodox,5,6,0,--,0.0,0,0.0,0,0.0,0,0,0.0
cb6783c39c01d896,Tiki,Ghosn,Tiki Ghosn,,"5' 10""",170,--,Orthodox,10,7,1,"Feb 09, 1977",2.78,46,2.94,58,0.41,50,61,0.0
de45aaae23dfa392,Christos,Giagos,Christos Giagos,The Spartan,"5' 10""",155,71,Orthodox,20,10,0,"Jan 23, 1990",2.86,41,2.85,49,3.16,41,52,0.4
946db8a378903cc3,Joe,Giannetti,Joe Giannetti,,"6' 0""",155,74,Southpaw,6,1,0,"Jul 05, 1995",1.93,38,2.8,40,1.0,16,0,0.0
96a221341035b701,Nick,Gibbons,Nick Gibbons,,"5' 10""",155,--,,2,1,0,--,0.0,0,0.0,0,0.0,0,0,0.0
f74e037b97917027,James,Giboo,James Giboo,,"5' 11""",170,--,Orthodox,13,5,0,"Jan 06, 1978",1.2,27,7.08,39,0.0,0,0,0.0
63eedfcc73071d41,Lance,Gibson,Lance Gibson,Fearless,"5' 9""",185,--,Orthodox,4,5,0,"Nov 20, 1970",1.21,75,6.44,20,0.0,0,0,0.0
69db199087a1a792,Lee,Gibson,Lee Gibson,Lethal,"5' 7""",155,--,,12,4,0,--,0.0,0,0.0,0,0.0,0,0,0.0
700a674c042b7a96,Cody,Gibson,Cody Gibson,The Renegade,"5' 10""",135,71,Orthodox,15,7,0,"Sep 11, 1987",2.47,31,2.54,63,1.85,38,58,0.4
09439946214993bc,Chase,Gibson,Chase Gibson,El Guero,"5' 10""",155,72,Orthodox,9,5,0,"Feb 07, 1990",3.13,54,6.4,52,0.0,0,0,0.0
db8b800176d26f6e,Kenny,Giddens,Kenny Giddens,,"5' 11""",155,--,,12,7,0,--,0.0,0,0.0,0,0.0,0,0,0.0
e7f51d9f9e9259e7,Thomas,Gifford,Thomas Gifford,The Young Lion,"6' 1""",155,75,Orthodox,14,9,0 (2 NC),"Jul 26, 1992",3.97,37,6.45,37,0.5,33,33,0.0
83825fad27ab3581,Joseph,Gigliotti,Joseph Gigliotti,Capo,"5' 11""",185,--,Orthodox,7,2,0,"Aug 13, 1993",1.04,39,2.92,45,1.56,100,50,0.8
6bb1d2b714d4b3bc,Joey,Gilbert,Joey Gilbert,,"5' 11""",155,--,Orthodox,2,3,0,"Jun 05, 1976",0.61,42,4.44,31,0.0,0,0,0.0
b27a1fcb56a3035a,Trevin,Giles,Trevin Giles,,"6' 0""",170,74,Orthodox,16,4,0,"Aug 06, 1992",2.99,54,2.09,59,1.29,55,73,0.3
42c96a9c4802e2e1,Kultar,Gill,Kultar Gill,Black Mamba,"6' 0""",154,--,Orthodox,12,8,0,"Mar 24, 1979",1.14,50,0.4,41,1.71,66,38,0.0
